zone_id,zone_name,zone_type,states,districts,lat_min,lat_max,lon_min,lon_max,season,dominant_crops,suitable_crops_high,suitable_crops_med,suitable_crops_low,typical_soils,rainfall_band,temp_band,key_risks,notes,source_name,source_ref,data_quality
AGROCLIM_PUDUCHERRY_KHARIF,Puducherry kharif memory zone,AGROCLIM_CURATED,Puducherry,Karaikal|Puducherry,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_PUDUCHERRY_RABI,Puducherry rabi memory zone,AGROCLIM_CURATED,Puducherry,Karaikal|Puducherry,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_PUDUCHERRY_ZAID,Puducherry zaid memory zone,AGROCLIM_CURATED,Puducherry,Karaikal|Puducherry,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_PUNJAB_KHARIF,Punjab kharif memory zone,AGROCLIM_CURATED,Punjab,Amritsar|Barnala|Bathinda|Faridkot|Fatehgarh Sahib|Fazilka|Ferozepur|Gurdaspur|Hoshiarpur|Jalandhar|Kapurthala|Ludhiana|Malerkotla|Mansa|Moga|Pathankot|Patiala|Rupnagar|S.A.S Nagar|Sangrur|Shahid Bhagat Singh Nagar|Sri Muktsar Sahib|Tarn Taran,29.4,32.5,73.9,76.9,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_PUNJAB_RABI,Punjab rabi memory zone,AGROCLIM_CURATED,Punjab,Amritsar|Barnala|Bathinda|Faridkot|Fatehgarh Sahib|Fazilka|Ferozepur|Gurdaspur|Hoshiarpur|Jalandhar|Kapurthala|Ludhiana|Malerkotla|Mansa|Moga|Pathankot|Patiala|Rupnagar|S.A.S Nagar|Sangrur|Shahid Bhagat Singh Nagar|Sri Muktsar Sahib|Tarn Taran,29.4,32.5,73.9,76.9,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_PUNJAB_ZAID,Punjab zaid memory zone,AGROCLIM_CURATED,Punjab,Amritsar|Barnala|Bathinda|Faridkot|Fatehgarh Sahib|Fazilka|Ferozepur|Gurdaspur|Hoshiarpur|Jalandhar|Kapurthala|Ludhiana|Malerkotla|Mansa|Moga|Pathankot|Patiala|Rupnagar|S.A.S Nagar|Sangrur|Shahid Bhagat Singh Nagar|Sri Muktsar Sahib|Tarn Taran,29.4,32.5,73.9,76.9,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_RAJASTHAN_KHARIF,Rajasthan kharif memory zone,AGROCLIM_CURATED,Rajasthan,Ajmer|Alwar|Balotra|Banswara|Baran|Barmer|Beawar|Bharatpur|Bhilwara|Bikaner|Bundi|Chittorgarh|Churu|Dausa|Deeg|Dholpur|Didwana-Kuchaman|Dungarpur|Ganganagar|Hanumangarh|Jaipur|Jaisalmer|Jalore|Jhalawar|Jhunjhunu|Jodhpur|Karauli|Khairthal-Tijara|Kota|Kotputli-Behror|Nagaur|Pali|Phalodi|Pratapgarh|Rajsamand|Salumbar|Sawai Madhopur|Sikar|Sirohi|Tonk|Udaipur,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_RAJASTHAN_RABI,Rajasthan rabi memory zone,AGROCLIM_CURATED,Rajasthan,Ajmer|Alwar|Balotra|Banswara|Baran|Barmer|Beawar|Bharatpur|Bhilwara|Bikaner|Bundi|Chittorgarh|Churu|Dausa|Deeg|Dholpur|Didwana-Kuchaman|Dungarpur|Ganganagar|Hanumangarh|Jaipur|Jaisalmer|Jalore|Jhalawar|Jhunjhunu|Jodhpur|Karauli|Khairthal-Tijara|Kota|Kotputli-Behror|Nagaur|Pali|Phalodi|Pratapgarh|Rajsamand|Salumbar|Sawai Madhopur|Sikar|Sirohi|Tonk|Udaipur,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_RAJASTHAN_ZAID,Rajasthan zaid memory zone,AGROCLIM_CURATED,Rajasthan,Ajmer|Alwar|Balotra|Banswara|Baran|Barmer|Beawar|Bharatpur|Bhilwara|Bikaner|Bundi|Chittorgarh|Churu|Dausa|Deeg|Dholpur|Didwana-Kuchaman|Dungarpur|Ganganagar|Hanumangarh|Jaipur|Jaisalmer|Jalore|Jhalawar|Jhunjhunu|Jodhpur|Karauli|Khairthal-Tijara|Kota|Kotputli-Behror|Nagaur|Pali|Phalodi|Pratapgarh|Rajsamand|Salumbar|Sawai Madhopur|Sikar|Sirohi|Tonk|Udaipur,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_SIKKIM_KHARIF,Sikkim kharif memory zone,AGROCLIM_CURATED,Sikkim,Gangtok|Gyalshing|Mangan|Namchi|Pakyong|Soreng,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_SIKKIM_RABI,Sikkim rabi memory zone,AGROCLIM_CURATED,Sikkim,Gangtok|Gyalshing|Mangan|Namchi|Pakyong|Soreng,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_SIKKIM_ZAID,Sikkim zaid memory zone,AGROCLIM_CURATED,Sikkim,Gangtok|Gyalshing|Mangan|Namchi|Pakyong|Soreng,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TAMIL_NADU_KHARIF,Tamil Nadu kharif memory zone,AGROCLIM_CURATED,Tamil Nadu,Ariyalur|Chengalpattu|Chennai|Coimbatore|Cuddalore|Dharmapuri|Dindigul|Erode|Kallakurichi|Kancheepuram|Kanniyakumari|Karur|Krishnagiri|Madurai|Mayiladuthurai|Nagapattinam|Namakkal|Perambalur|Pudukkottai|Ramanathapuram|Ranipet|Salem|Sivaganga|Tenkasi|Thanjavur|The Nilgiris|Theni|Thiruvallur|Thiruvarur|Thoothukkudi|Tiruchirappalli|Tirunelveli|Tirupathur|Tiruppur|Tiruvannamalai|Vellore|Viluppuram|Virudhunagar,8.0,13.6,76.2,80.4,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TAMIL_NADU_RABI,Tamil Nadu rabi memory zone,AGROCLIM_CURATED,Tamil Nadu,Ariyalur|Chengalpattu|Chennai|Coimbatore|Cuddalore|Dharmapuri|Dindigul|Erode|Kallakurichi|Kancheepuram|Kanniyakumari|Karur|Krishnagiri|Madurai|Mayiladuthurai|Nagapattinam|Namakkal|Perambalur|Pudukkottai|Ramanathapuram|Ranipet|Salem|Sivaganga|Tenkasi|Thanjavur|The Nilgiris|Theni|Thiruvallur|Thiruvarur|Thoothukkudi|Tiruchirappalli|Tirunelveli|Tirupathur|Tiruppur|Tiruvannamalai|Vellore|Viluppuram|Virudhunagar,8.0,13.6,76.2,80.4,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TAMIL_NADU_ZAID,Tamil Nadu zaid memory zone,AGROCLIM_CURATED,Tamil Nadu,Ariyalur|Chengalpattu|Chennai|Coimbatore|Cuddalore|Dharmapuri|Dindigul|Erode|Kallakurichi|Kancheepuram|Kanniyakumari|Karur|Krishnagiri|Madurai|Mayiladuthurai|Nagapattinam|Namakkal|Perambalur|Pudukkottai|Ramanathapuram|Ranipet|Salem|Sivaganga|Tenkasi|Thanjavur|The Nilgiris|Theni|Thiruvallur|Thiruvarur|Thoothukkudi|Tiruchirappalli|Tirunelveli|Tirupathur|Tiruppur|Tiruvannamalai|Vellore|Viluppuram|Virudhunagar,8.0,13.6,76.2,80.4,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TELANGANA_KHARIF,Telangana kharif memory zone,AGROCLIM_CURATED,Telangana,Adilabad|Bhadradri Kothagudem|Hanumakonda|Hyderabad|Jagitial|Jangoan|Jayashankar Bhupalapally|Jogulamba Gadwal|Kamareddy|Karimnagar|Khammam|Kumuram Bheem Asifabad|Mahabubabad|Mahabubnagar|Mancherial|Medak|Medchal Malkajgiri|Mulugu|Nagarkurnool|Nalgonda|Narayanpet|Nirmal|Nizamabad|Peddapalli|Rajanna Sircilla|Ranga Reddy|Sangareddy|Siddipet|Suryapet|Vikarabad|Wanaparthy|Warangal|Yadadri Bhuvanagiri,15.8,19.9,77.1,81.0,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TELANGANA_RABI,Telangana rabi memory zone,AGROCLIM_CURATED,Telangana,Adilabad|Bhadradri Kothagudem|Hanumakonda|Hyderabad|Jagitial|Jangoan|Jayashankar Bhupalapally|Jogulamba Gadwal|Kamareddy|Karimnagar|Khammam|Kumuram Bheem Asifabad|Mahabubabad|Mahabubnagar|Mancherial|Medak|Medchal Malkajgiri|Mulugu|Nagarkurnool|Nalgonda|Narayanpet|Nirmal|Nizamabad|Peddapalli|Rajanna Sircilla|Ranga Reddy|Sangareddy|Siddipet|Suryapet|Vikarabad|Wanaparthy|Warangal|Yadadri Bhuvanagiri,15.8,19.9,77.1,81.0,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TELANGANA_ZAID,Telangana zaid memory zone,AGROCLIM_CURATED,Telangana,Adilabad|Bhadradri Kothagudem|Hanumakonda|Hyderabad|Jagitial|Jangoan|Jayashankar Bhupalapally|Jogulamba Gadwal|Kamareddy|Karimnagar|Khammam|Kumuram Bheem Asifabad|Mahabubabad|Mahabubnagar|Mancherial|Medak|Medchal Malkajgiri|Mulugu|Nagarkurnool|Nalgonda|Narayanpet|Nirmal|Nizamabad|Peddapalli|Rajanna Sircilla|Ranga Reddy|Sangareddy|Siddipet|Suryapet|Vikarabad|Wanaparthy|Warangal|Yadadri Bhuvanagiri,15.8,19.9,77.1,81.0,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_THE_DADRA_AND_NAGAR_HAVELI_AND_DAMAN_AND_DIU_KHARIF,The Dadra And Nagar Haveli And Daman And Diu kharif memory zone,AGROCLIM_CURATED,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli|Daman|Diu,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_THE_DADRA_AND_NAGAR_HAVELI_AND_DAMAN_AND_DIU_RABI,The Dadra And Nagar Haveli And Daman And Diu rabi memory zone,AGROCLIM_CURATED,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli|Daman|Diu,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_THE_DADRA_AND_NAGAR_HAVELI_AND_DAMAN_AND_DIU_ZAID,The Dadra And Nagar Haveli And Daman And Diu zaid memory zone,AGROCLIM_CURATED,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli|Daman|Diu,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TRIPURA_KHARIF,Tripura kharif memory zone,AGROCLIM_CURATED,Tripura,Dhalai|Gomati|Khowai|North Tripura|Sepahijala|South Tripura|Unakoti|West Tripura,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TRIPURA_RABI,Tripura rabi memory zone,AGROCLIM_CURATED,Tripura,Dhalai|Gomati|Khowai|North Tripura|Sepahijala|South Tripura|Unakoti|West Tripura,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_TRIPURA_ZAID,Tripura zaid memory zone,AGROCLIM_CURATED,Tripura,Dhalai|Gomati|Khowai|North Tripura|Sepahijala|South Tripura|Unakoti|West Tripura,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_UTTAR_PRADESH_KHARIF,Uttar Pradesh kharif memory zone,AGROCLIM_CURATED,Uttar Pradesh,Agra|Aligarh|Ambedkar Nagar|Amethi|Amroha|Auraiya|Ayodhya|Azamgarh|Baghpat|Bahraich|Ballia|Balrampur|Banda|Bara Banki|Bareilly|Basti|Bhadohi|Bijnor|Budaun|Bulandshahr|Chandauli|Chitrakoot|Deoria|Etah|Etawah|Farrukhabad|Fatehpur|Firozabad|Gautam Buddha Nagar|Ghaziabad|Ghazipur|Gonda|Gorakhpur|Hamirpur|Hapur|Hardoi|Hathras|Jalaun|Jaunpur|Jhansi|Kannauj|Kanpur Dehat|Kanpur Nagar|Kasganj|Kaushambi|Kheri|Kushinagar|Lalitpur|Lucknow|Mahoba|Mahrajganj|Mainpuri|Mathura|Mau|Meerut|Mirzapur|Moradabad|Muzaffarnagar|Pilibhit|Pratapgarh|Prayagraj|Rae Bareli|Rampur|Saharanpur|Sambhal|Sant Kabir Nagar|Shahjahanpur|Shamli|Shrawasti|Siddharthnagar|Sitapur|Sonbhadra|Sultanpur|Unnao|Varanasi,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_UTTAR_PRADESH_RABI,Uttar Pradesh rabi memory zone,AGROCLIM_CURATED,Uttar Pradesh,Agra|Aligarh|Ambedkar Nagar|Amethi|Amroha|Auraiya|Ayodhya|Azamgarh|Baghpat|Bahraich|Ballia|Balrampur|Banda|Bara Banki|Bareilly|Basti|Bhadohi|Bijnor|Budaun|Bulandshahr|Chandauli|Chitrakoot|Deoria|Etah|Etawah|Farrukhabad|Fatehpur|Firozabad|Gautam Buddha Nagar|Ghaziabad|Ghazipur|Gonda|Gorakhpur|Hamirpur|Hapur|Hardoi|Hathras|Jalaun|Jaunpur|Jhansi|Kannauj|Kanpur Dehat|Kanpur Nagar|Kasganj|Kaushambi|Kheri|Kushinagar|Lalitpur|Lucknow|Mahoba|Mahrajganj|Mainpuri|Mathura|Mau|Meerut|Mirzapur|Moradabad|Muzaffarnagar|Pilibhit|Pratapgarh|Prayagraj|Rae Bareli|Rampur|Saharanpur|Sambhal|Sant Kabir Nagar|Shahjahanpur|Shamli|Shrawasti|Siddharthnagar|Sitapur|Sonbhadra|Sultanpur|Unnao|Varanasi,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_UTTAR_PRADESH_ZAID,Uttar Pradesh zaid memory zone,AGROCLIM_CURATED,Uttar Pradesh,Agra|Aligarh|Ambedkar Nagar|Amethi|Amroha|Auraiya|Ayodhya|Azamgarh|Baghpat|Bahraich|Ballia|Balrampur|Banda|Bara Banki|Bareilly|Basti|Bhadohi|Bijnor|Budaun|Bulandshahr|Chandauli|Chitrakoot|Deoria|Etah|Etawah|Farrukhabad|Fatehpur|Firozabad|Gautam Buddha Nagar|Ghaziabad|Ghazipur|Gonda|Gorakhpur|Hamirpur|Hapur|Hardoi|Hathras|Jalaun|Jaunpur|Jhansi|Kannauj|Kanpur Dehat|Kanpur Nagar|Kasganj|Kaushambi|Kheri|Kushinagar|Lalitpur|Lucknow|Mahoba|Mahrajganj|Mainpuri|Mathura|Mau|Meerut|Mirzapur|Moradabad|Muzaffarnagar|Pilibhit|Pratapgarh|Prayagraj|Rae Bareli|Rampur|Saharanpur|Sambhal|Sant Kabir Nagar|Shahjahanpur|Shamli|Shrawasti|Siddharthnagar|Sitapur|Sonbhadra|Sultanpur|Unnao|Varanasi,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_UTTARAKHAND_KHARIF,Uttarakhand kharif memory zone,AGROCLIM_CURATED,Uttarakhand,Almora|Bageshwar|Chamoli|Champawat|Dehradun|Haridwar|Nainital|Pauri Garhwal|Pithoragarh|Rudraprayag|Tehri Garhwal|Udham Singh Nagar|Uttarkashi,,,,,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_UTTARAKHAND_RABI,Uttarakhand rabi memory zone,AGROCLIM_CURATED,Uttarakhand,Almora|Bageshwar|Chamoli|Champawat|Dehradun|Haridwar|Nainital|Pauri Garhwal|Pithoragarh|Rudraprayag|Tehri Garhwal|Udham Singh Nagar|Uttarkashi,,,,,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_UTTARAKHAND_ZAID,Uttarakhand zaid memory zone,AGROCLIM_CURATED,Uttarakhand,Almora|Bageshwar|Chamoli|Champawat|Dehradun|Haridwar|Nainital|Pauri Garhwal|Pithoragarh|Rudraprayag|Tehri Garhwal|Udham Singh Nagar|Uttarkashi,,,,,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_WEST_BENGAL_KHARIF,West Bengal kharif memory zone,AGROCLIM_CURATED,West Bengal,Alipurduar|Bankura|Birbhum|Cooch Behar|Dakshin Dinajpur|Darjeeling|Hooghly|Howrah|Jalpaiguri|Jhargram|Kalimpong|Kolkata|Malda|Murshidabad|Nadia|North 24 Parganas|Paschim Bardhaman|Paschim Medinipur|Purba Bardhaman|Purba Medinipur|Purulia|South 24 Parganas|Uttar Dinajpur,21.5,27.2,85.8,89.9,kharif,cotton|groundnut|jute|maize|pigeonpea|rice,cotton|groundnut|jute|maize|pigeonpea|rice|soybean,bajra|blackgram|greengram|sesame|sorghum,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,drought|flood,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_WEST_BENGAL_RABI,West Bengal rabi memory zone,AGROCLIM_CURATED,West Bengal,Alipurduar|Bankura|Birbhum|Cooch Behar|Dakshin Dinajpur|Darjeeling|Hooghly|Howrah|Jalpaiguri|Jhargram|Kalimpong|Kolkata|Malda|Murshidabad|Nadia|North 24 Parganas|Paschim Bardhaman|Paschim Medinipur|Purba Bardhaman|Purba Medinipur|Purulia|South 24 Parganas|Uttar Dinajpur,21.5,27.2,85.8,89.9,rabi,barley|chickpea|mustard|wheat,barley|chickpea|mustard|wheat,lentil|linseed|oat|pea,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,frost,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
AGROCLIM_WEST_BENGAL_ZAID,West Bengal zaid memory zone,AGROCLIM_CURATED,West Bengal,Alipurduar|Bankura|Birbhum|Cooch Behar|Dakshin Dinajpur|Darjeeling|Hooghly|Howrah|Jalpaiguri|Jhargram|Kalimpong|Kolkata|Malda|Murshidabad|Nadia|North 24 Parganas|Paschim Bardhaman|Paschim Medinipur|Purba Bardhaman|Purba Medinipur|Purulia|South 24 Parganas|Uttar Dinajpur,21.5,27.2,85.8,89.9,zaid,cucumber|muskmelon|watermelon,cucumber|muskmelon|watermelon,fodder_maize|sunflower,,See row-level evidence_text and source_ref in exploded CSV,medium,moderate,heat,"Compiled zone-memory dataset from official India agriculture portals; district assignment is localization metadata, not district-level agronomy proof.",Compiled from cited official source rows,See exploded CSV source_ref,incomplete
